ID,example,week,method,timehorizon,iteration,lowerbound,upperbound,path_count,arc_count
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,150,203495.09945535523,401512.4183526261,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,151,241928.32058191055,401457.22860888287,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,152,236158.96317236937,401453.7199522534,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,153,222864.3402998878,401417.217058288,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,154,230760.42893467034,401399.7606778755,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,155,226153.90942543128,401398.9678266076,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,156,218781.2473972827,401337.4262036669,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,157,250326.44807899313,401233.2201556198,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,158,232372.48630636302,401107.2222086025,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,159,245477.37972671085,401100.5524505453,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,160,255933.15880795207,401099.87559367204,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,161,251021.0477539977,401099.35167687875,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,162,251040.75801991444,400980.84388620604,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,163,259794.84704892835,400950.7540860196,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,164,252943.37798889718,400851.4178856279,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,165,273371.31064595166,400818.83964322315,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,166,265708.6882380196,400765.76478814357,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,167,271777.4952000053,400758.9664760731,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,168,282069.95001597534,400754.5653875445,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,169,272568.0820956647,400697.64037717966,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,170,286834.0485678595,400689.2017629273,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,171,281398.6986823303,400669.343205097,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,172,289671.6619079162,400660.912538906,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,173,287833.57956721436,400640.1000420716,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,174,232737.68072315282,400625.1940264032,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,175,271156.70760320505,400585.1462810211,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,176,281459.33124273305,400539.80165831064,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,177,286724.61227055365,400526.4769925265,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,178,273412.242361534,400460.74835169176,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,179,293247.4498586388,400440.7749489481,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,180,40640.00909117941,400425.83488862513,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,181,304578.3597961017,400416.5280083915,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,182,279138.7434536314,400416.2962174843,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,183,290196.5153036961,400407.6314599762,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,184,292055.084274439,400392.215974041,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,185,293394.45371513686,400392.02887870604,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,186,302863.69239178475,400365.9293800171,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,187,308925.6165805092,400357.2659866492,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,188,306042.8340709919,400343.39711095707,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,189,310054.9108149267,400342.96400517167,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,190,316226.67207347235,400255.4246240593,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,191,248712.56790386917,400227.382363271,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,192,327829.06208012835,400225.2388580259,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,193,333760.0657784474,400199.5615596041,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,194,335736.9405201444,400192.6697843375,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,195,319832.3022588053,400181.65733071754,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,196,325447.8247885326,400168.7550423013,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,197,314988.3947394874,400168.48551614996,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,198,312822.1446697245,400167.805554961,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,199,315651.0891363412,400138.4847538602,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,200,315703.79724531557,400134.01677490264,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,201,302251.847435596,400122.7492846821,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,202,302359.51232523395,400119.77937407355,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,203,309372.76418732567,400118.85075081646,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,204,327669.9581653962,400116.5263670681,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,205,326614.41626570973,400102.5836385574,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,206,323283.1625822761,400074.61102662113,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,207,331949.7644587762,400074.0843721571,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,208,338300.7401752818,400070.04299888085,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,209,282409.8729010801,400043.991245437,0,0
