varname,currtime,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
y,78,1289,9,4,84.0,96.0,0.0
y,78,1291,9,4,96.0,108.0,0.0
y,78,1293,9,4,108.0,120.0,0.0
y,78,1295,9,4,120.0,132.0,0.0
y,78,1297,9,4,132.0,144.0,0.0
y,78,1300,9,18,84.0,96.0,0.0
y,78,1302,9,18,96.0,108.0,1.0
y,78,1304,9,18,108.0,120.0,0.0
y,78,1306,9,18,120.0,132.0,0.0
y,78,1308,9,18,132.0,144.0,0.0
y,78,1338,9,1,84.0,96.0,0.0
y,78,1349,51,49,84.0,96.0,0.0
y,78,1351,51,49,96.0,108.0,0.0
y,78,1353,51,49,108.0,120.0,0.0
y,78,1355,51,49,120.0,132.0,0.0
y,78,1357,51,49,132.0,144.0,0.0
y,78,1379,51,46,84.0,96.0,1.0
y,78,1381,51,46,96.0,108.0,0.0
y,78,1383,51,46,108.0,120.0,0.0
y,78,1385,51,46,120.0,132.0,0.0
y,78,1387,51,46,132.0,144.0,0.0
y,78,1396,60,55,78.0,84.0,0.0
y,78,1397,60,55,84.0,90.0,0.0
y,78,1398,60,55,90.0,96.0,0.0
y,78,1399,60,55,96.0,102.0,0.0
y,78,1400,60,55,102.0,108.0,0.0
y,78,1401,60,55,108.0,114.0,0.0
y,78,1402,60,55,114.0,120.0,0.0
y,78,1403,60,55,120.0,126.0,0.0
y,78,1404,60,55,126.0,132.0,0.0
y,78,1405,60,55,132.0,138.0,0.0
y,78,1406,60,55,138.0,144.0,0.0
y,78,1407,60,55,144.0,150.0,0.0
y,78,1408,60,56,78.0,84.0,0.0
y,78,1409,60,56,84.0,90.0,0.0
y,78,1410,60,56,90.0,96.0,0.0
y,78,1411,60,56,96.0,102.0,0.0
y,78,1412,60,56,102.0,108.0,0.0
y,78,1413,60,56,108.0,114.0,0.0
y,78,1414,60,56,114.0,120.0,0.0
y,78,1415,60,56,120.0,126.0,0.0
y,78,1416,60,56,126.0,132.0,0.0
y,78,1417,60,56,132.0,138.0,0.0
y,78,1418,60,56,138.0,144.0,0.0
y,78,1419,60,56,144.0,150.0,0.0
y,78,1421,60,64,84.0,96.0,0.0
y,78,1423,60,64,96.0,108.0,0.0
y,78,1425,60,64,108.0,120.0,0.0
y,78,1427,60,64,120.0,132.0,0.0
y,78,1429,60,64,132.0,144.0,0.0
y,78,1432,60,47,84.0,96.0,0.0
y,78,1434,60,47,96.0,108.0,0.0
y,78,1436,60,47,108.0,120.0,0.0
y,78,1438,60,47,120.0,132.0,0.0
y,78,1440,60,47,132.0,144.0,0.0
y,78,1452,60,61,78.0,84.0,0.0
y,78,1453,60,61,84.0,90.0,0.0
y,78,1454,60,61,90.0,96.0,0.0
y,78,1455,60,61,96.0,102.0,0.0
y,78,1456,60,61,102.0,108.0,0.0
y,78,1457,60,61,108.0,114.0,0.0
y,78,1458,60,61,114.0,120.0,0.0
y,78,1459,60,61,120.0,126.0,0.0
y,78,1460,60,61,126.0,132.0,0.0
y,78,1461,60,61,132.0,138.0,0.0
y,78,1462,60,61,138.0,144.0,0.0
y,78,1463,60,61,144.0,150.0,0.0
y,78,1464,60,54,78.0,84.0,0.0
y,78,1465,60,54,84.0,90.0,0.0
y,78,1466,60,54,90.0,96.0,0.0
y,78,1467,60,54,96.0,102.0,0.0
y,78,1468,60,54,102.0,108.0,0.0
y,78,1469,60,54,108.0,114.0,0.0
y,78,1470,60,54,114.0,120.0,0.0
y,78,1471,60,54,120.0,126.0,0.0
y,78,1472,60,54,126.0,132.0,0.0
y,78,1473,60,54,132.0,138.0,0.0
y,78,1474,60,54,138.0,144.0,0.0
y,78,1475,60,54,144.0,150.0,0.0
y,78,1476,60,53,78.0,84.0,0.0
y,78,1477,60,53,84.0,90.0,0.0
y,78,1478,60,53,90.0,96.0,0.0
y,78,1479,60,53,96.0,102.0,0.0
y,78,1480,60,53,102.0,108.0,0.0
y,78,1481,60,53,108.0,114.0,0.0
y,78,1482,60,53,114.0,120.0,0.0
y,78,1483,60,53,120.0,126.0,0.0
y,78,1484,60,53,126.0,132.0,0.0
y,78,1485,60,53,132.0,138.0,0.0
y,78,1486,60,53,138.0,144.0,0.0
y,78,1487,60,53,144.0,150.0,0.0
y,78,1488,61,64,78.0,84.0,0.0
y,78,1489,61,64,84.0,90.0,1.0
y,78,1490,61,64,90.0,96.0,0.0
y,78,1491,61,64,96.0,102.0,0.0
y,78,1492,61,64,102.0,108.0,0.0
y,78,1493,61,64,108.0,114.0,0.0
y,78,1494,61,64,114.0,120.0,0.0
y,78,1495,61,64,120.0,126.0,0.0
y,78,1496,61,64,126.0,132.0,0.0
y,78,1497,61,64,132.0,138.0,0.0
y,78,1498,61,64,138.0,144.0,0.0
y,78,1499,61,64,144.0,150.0,0.0
y,78,1500,23,17,78.0,84.0,0.0
y,78,1501,23,17,84.0,90.0,0.0
y,78,1502,23,17,90.0,96.0,0.0
y,78,1503,23,17,96.0,102.0,0.0
y,78,1504,23,17,102.0,108.0,0.0
y,78,1505,23,17,108.0,114.0,0.0
y,78,1506,23,17,114.0,120.0,0.0
y,78,1507,23,17,120.0,126.0,0.0
y,78,1508,23,17,126.0,132.0,0.0
y,78,1509,23,17,132.0,138.0,0.0
y,78,1510,23,17,138.0,144.0,0.0
y,78,1511,23,17,144.0,150.0,0.0
y,78,1523,31,27,84.0,96.0,0.0
y,78,1525,31,27,96.0,108.0,0.0
y,78,1527,31,27,108.0,120.0,2.0
y,78,1529,31,27,120.0,132.0,0.0
y,78,1531,31,27,132.0,144.0,0.0
y,78,1549,31,29,84.0,96.0,0.0
y,78,1551,31,29,96.0,108.0,0.0
y,78,1553,31,29,108.0,120.0,0.0
y,78,1555,31,29,120.0,132.0,0.0
y,78,1557,31,29,132.0,144.0,0.0
y,78,1560,31,36,84.0,96.0,0.0
y,78,1562,31,36,96.0,108.0,3.0
y,78,1564,31,36,108.0,120.0,0.0
y,78,1566,31,36,120.0,132.0,0.0
y,78,1568,31,36,132.0,144.0,1.0
y,78,1631,8,2,84.0,96.0,0.0
y,78,1633,8,2,96.0,108.0,0.0
y,78,1635,8,2,108.0,120.0,0.0
y,78,1637,8,2,120.0,132.0,0.0
y,78,1639,8,2,132.0,144.0,0.0
y,78,1641,8,7,78.0,84.0,2.0
y,78,1642,8,7,84.0,90.0,1.0
y,78,1643,8,7,90.0,96.0,0.0
y,78,1644,8,7,96.0,102.0,1.0
y,78,1645,8,7,102.0,108.0,0.0
y,78,1646,8,7,108.0,114.0,0.0
y,78,1647,8,7,114.0,120.0,1.0
y,78,1648,8,7,120.0,126.0,0.0
y,78,1649,8,7,126.0,132.0,1.0
y,78,1650,8,7,132.0,138.0,0.0
y,78,1651,8,7,138.0,144.0,0.0
y,78,1652,8,7,144.0,150.0,0.0
y,78,1654,8,4,84.0,96.0,0.0
y,78,1656,8,4,96.0,108.0,0.0
y,78,1658,8,4,108.0,120.0,0.0
y,78,1660,8,4,120.0,132.0,0.0
y,78,1662,8,4,132.0,144.0,0.0
y,78,1665,8,13,84.0,96.0,0.0
y,78,1667,8,13,96.0,108.0,0.0
y,78,1669,8,13,108.0,120.0,0.0
y,78,1671,8,13,120.0,132.0,0.0
y,78,1673,8,13,132.0,144.0,0.0
y,78,1676,8,14,84.0,96.0,0.0
y,78,1678,8,14,96.0,108.0,0.0
y,78,1680,8,14,108.0,120.0,0.0
y,78,1682,8,14,120.0,132.0,0.0
y,78,1684,8,14,132.0,144.0,0.0
y,78,1688,57,50,84.0,96.0,0.0
y,78,1690,57,50,96.0,108.0,0.0
y,78,1692,57,50,108.0,120.0,0.0
y,78,1694,57,50,120.0,132.0,0.0
y,78,1696,57,50,132.0,144.0,0.0
y,78,1699,57,59,84.0,96.0,0.0
y,78,1701,57,59,96.0,108.0,0.0
y,78,1703,57,59,108.0,120.0,0.0
y,78,1705,57,59,120.0,132.0,0.0
y,78,1707,57,59,132.0,144.0,0.0
y,78,1719,10,6,78.0,84.0,2.0
y,78,1720,10,6,84.0,90.0,1.0
y,78,1721,10,6,90.0,96.0,0.0
y,78,1722,10,6,96.0,102.0,1.0
y,78,1723,10,6,102.0,108.0,0.0
y,78,1724,10,6,108.0,114.0,0.0
y,78,1725,10,6,114.0,120.0,0.0
y,78,1726,10,6,120.0,126.0,0.0
y,78,1727,10,6,126.0,132.0,0.0
y,78,1728,10,6,132.0,138.0,0.0
y,78,1729,10,6,138.0,144.0,0.0
y,78,1730,10,6,144.0,150.0,0.0
y,78,1741,10,9,84.0,96.0,0.0
y,78,1743,10,9,96.0,108.0,0.0
y,78,1745,10,9,108.0,120.0,0.0
y,78,1747,10,9,120.0,132.0,0.0
y,78,1749,10,9,132.0,144.0,0.0
y,78,1752,10,16,84.0,96.0,0.0
y,78,1754,10,16,96.0,108.0,0.0
y,78,1756,10,16,108.0,120.0,0.0
y,78,1758,10,16,120.0,132.0,0.0
y,78,1760,10,16,132.0,144.0,0.0
y,78,1762,10,11,78.0,84.0,0.0
y,78,1763,10,11,84.0,90.0,0.0
y,78,1764,10,11,90.0,96.0,0.0
y,78,1765,10,11,96.0,102.0,0.0
y,78,1766,10,11,102.0,108.0,0.0
y,78,1767,10,11,108.0,114.0,0.0
y,78,1768,10,11,114.0,120.0,0.0
y,78,1769,10,11,120.0,126.0,0.0
y,78,1770,10,11,126.0,132.0,0.0
y,78,1771,10,11,132.0,138.0,0.0
y,78,1772,10,11,138.0,144.0,0.0
y,78,1773,10,11,144.0,150.0,0.0
y,78,1775,10,19,84.0,96.0,0.0
y,78,1777,10,19,96.0,108.0,0.0
y,78,1779,10,19,108.0,120.0,0.0
y,78,1781,10,19,120.0,132.0,0.0
y,78,1783,10,19,132.0,144.0,0.0
y,78,1785,12,15,78.0,84.0,0.0
y,78,1786,12,15,84.0,90.0,0.0
y,78,1787,12,15,90.0,96.0,0.0
y,78,1788,12,15,96.0,102.0,0.0
y,78,1789,12,15,102.0,108.0,0.0
y,78,1790,12,15,108.0,114.0,0.0
y,78,1791,12,15,114.0,120.0,0.0
y,78,1792,12,15,120.0,126.0,0.0
y,78,1793,12,15,126.0,132.0,0.0
y,78,1794,12,15,132.0,138.0,0.0
y,78,1795,12,15,138.0,144.0,0.0
y,78,1796,12,15,144.0,150.0,0.0
y,78,1797,12,9,78.0,84.0,0.0
y,78,1798,12,9,84.0,90.0,0.0
y,78,1799,12,9,90.0,96.0,0.0
y,78,1800,12,9,96.0,102.0,0.0
y,78,1801,12,9,102.0,108.0,0.0
y,78,1802,12,9,108.0,114.0,0.0
y,78,1803,12,9,114.0,120.0,0.0
y,78,1804,12,9,120.0,126.0,0.0
y,78,1805,12,9,126.0,132.0,0.0
y,78,1806,12,9,132.0,138.0,0.0
y,78,1807,12,9,138.0,144.0,0.0
y,78,1808,12,9,144.0,150.0,0.0
y,78,1819,12,18,78.0,84.0,0.0
y,78,1820,12,18,84.0,90.0,0.0
y,78,1821,12,18,90.0,96.0,0.0
y,78,1822,12,18,96.0,102.0,0.0
y,78,1823,12,18,102.0,108.0,0.0
y,78,1824,12,18,108.0,114.0,0.0
y,78,1825,12,18,114.0,120.0,0.0
y,78,1826,12,18,120.0,126.0,0.0
y,78,1827,12,18,126.0,132.0,0.0
y,78,1828,12,18,132.0,138.0,0.0
y,78,1829,12,18,138.0,144.0,0.0
y,78,1830,12,18,144.0,150.0,0.0
y,78,1841,12,22,84.0,96.0,0.0
y,78,1843,12,22,96.0,108.0,1.0
y,78,1845,12,22,108.0,120.0,0.0
y,78,1847,12,22,120.0,132.0,0.0
y,78,1849,12,22,132.0,144.0,0.0
y,78,1852,16,25,84.0,96.0,0.0
y,78,1854,16,25,96.0,108.0,0.0
y,78,1856,16,25,108.0,120.0,0.0
y,78,1858,16,25,120.0,132.0,0.0
y,78,1860,16,25,132.0,144.0,0.0
y,78,1863,16,10,84.0,96.0,0.0
y,78,1865,16,10,96.0,108.0,0.0
y,78,1867,16,10,108.0,120.0,0.0
y,78,1869,16,10,120.0,132.0,0.0
y,78,1871,16,10,132.0,144.0,0.0
y,78,1883,16,11,78.0,84.0,0.0
y,78,1884,16,11,84.0,90.0,0.0
y,78,1885,16,11,90.0,96.0,0.0
y,78,1886,16,11,96.0,102.0,0.0
y,78,1887,16,11,102.0,108.0,0.0
y,78,1888,16,11,108.0,114.0,0.0
y,78,1889,16,11,114.0,120.0,0.0
y,78,1890,16,11,120.0,126.0,0.0
y,78,1891,16,11,126.0,132.0,0.0
y,78,1892,16,11,132.0,138.0,0.0
y,78,1893,16,11,138.0,144.0,0.0
y,78,1894,16,11,144.0,150.0,0.0
y,78,1906,16,13,84.0,96.0,0.0
y,78,1908,16,13,96.0,108.0,0.0
y,78,1910,16,13,108.0,120.0,0.0
y,78,1912,16,13,120.0,132.0,0.0
y,78,1914,16,13,132.0,144.0,0.0
y,78,1928,16,21,84.0,96.0,0.0
y,78,1930,16,21,96.0,108.0,0.0
y,78,1932,16,21,108.0,120.0,0.0
y,78,1934,16,21,120.0,132.0,0.0
y,78,1936,16,21,132.0,144.0,0.0
y,78,1938,16,19,78.0,84.0,0.0
y,78,1939,16,19,84.0,90.0,0.0
y,78,1940,16,19,90.0,96.0,0.0
y,78,1941,16,19,96.0,102.0,0.0
y,78,1942,16,19,102.0,108.0,0.0
y,78,1943,16,19,108.0,114.0,0.0
y,78,1944,16,19,114.0,120.0,0.0
y,78,1945,16,19,120.0,126.0,0.0
y,78,1946,16,19,126.0,132.0,0.0
y,78,1947,16,19,132.0,138.0,0.0
y,78,1948,16,19,138.0,144.0,0.0
y,78,1949,16,19,144.0,150.0,0.0
y,78,1951,16,14,84.0,96.0,0.0
y,78,1953,16,14,96.0,108.0,0.0
y,78,1955,16,14,108.0,120.0,0.0
y,78,1957,16,14,120.0,132.0,0.0
y,78,1959,16,14,132.0,144.0,0.0
y,78,1962,17,25,84.0,96.0,0.0
y,78,1964,17,25,96.0,108.0,0.0
y,78,1966,17,25,108.0,120.0,0.0
y,78,1968,17,25,120.0,132.0,0.0
y,78,1970,17,25,132.0,144.0,0.0
y,78,1992,17,11,84.0,96.0,0.0
y,78,1994,17,11,96.0,108.0,0.0
y,78,1996,17,11,108.0,120.0,0.0
y,78,1998,17,11,120.0,132.0,0.0
y,78,2000,17,11,132.0,144.0,0.0
y,78,2003,17,23,84.0,96.0,0.0
y,78,2005,17,23,96.0,108.0,0.0
y,78,2007,17,23,108.0,120.0,0.0
y,78,2009,17,23,120.0,132.0,0.0
y,78,2011,17,23,132.0,144.0,0.0
y,78,2014,17,13,84.0,96.0,0.0
y,78,2016,17,13,96.0,108.0,0.0
y,78,2018,17,13,108.0,120.0,0.0
y,78,2020,17,13,120.0,132.0,0.0
y,78,2022,17,13,132.0,144.0,1.0
y,78,2025,17,20,84.0,96.0,0.0
y,78,2027,17,20,96.0,108.0,0.0
y,78,2029,17,20,108.0,120.0,0.0
y,78,2031,17,20,120.0,132.0,0.0
y,78,2033,17,20,132.0,144.0,0.0
y,78,2036,17,21,84.0,96.0,0.0
y,78,2038,17,21,96.0,108.0,0.0
y,78,2040,17,21,108.0,120.0,0.0
y,78,2042,17,21,120.0,132.0,0.0
y,78,2044,17,21,132.0,144.0,0.0
y,78,2046,17,19,78.0,84.0,0.0
y,78,2047,17,19,84.0,90.0,0.0
y,78,2048,17,19,90.0,96.0,0.0
y,78,2049,17,19,96.0,102.0,1.0
y,78,2050,17,19,102.0,108.0,0.0
y,78,2051,17,19,108.0,114.0,0.0
y,78,2052,17,19,114.0,120.0,0.0
y,78,2053,17,19,120.0,126.0,0.0
y,78,2054,17,19,126.0,132.0,0.0
y,78,2055,17,19,132.0,138.0,0.0
y,78,2056,17,19,138.0,144.0,0.0
y,78,2057,17,19,144.0,150.0,2.0
y,78,2059,17,14,84.0,96.0,0.0
y,78,2061,17,14,96.0,108.0,0.0
y,78,2063,17,14,108.0,120.0,0.0
y,78,2065,17,14,120.0,132.0,0.0
y,78,2067,17,14,132.0,144.0,0.0
y,78,2081,36,39,84.0,96.0,0.0
y,78,2083,36,39,96.0,108.0,1.0
y,78,2085,36,39,108.0,120.0,1.0
y,78,2087,36,39,120.0,132.0,0.0
y,78,2089,36,39,132.0,144.0,0.0
y,78,2092,36,47,84.0,96.0,0.0
y,78,2094,36,47,96.0,108.0,0.0
y,78,2096,36,47,108.0,120.0,0.0
y,78,2098,36,47,120.0,132.0,0.0
y,78,2100,36,47,132.0,144.0,0.0
y,78,2103,36,44,84.0,96.0,0.0
y,78,2105,36,44,96.0,108.0,0.0
y,78,2107,36,44,108.0,120.0,0.0
y,78,2109,36,44,120.0,132.0,0.0
y,78,2111,36,44,132.0,144.0,0.0
y,78,2114,36,31,84.0,96.0,0.0
y,78,2116,36,31,96.0,108.0,0.0
y,78,2118,36,31,108.0,120.0,0.0
y,78,2120,36,31,120.0,132.0,0.0
y,78,2122,36,31,132.0,144.0,0.0
y,78,2172,46,42,84.0,96.0,0.0
y,78,2174,46,42,96.0,108.0,0.0
y,78,2176,46,42,108.0,120.0,0.0
y,78,2178,46,42,120.0,132.0,0.0
y,78,2180,46,42,132.0,144.0,0.0
y,78,2183,46,51,84.0,96.0,0.0
y,78,2185,46,51,96.0,108.0,0.0
y,78,2187,46,51,108.0,120.0,0.0
y,78,2189,46,51,120.0,132.0,0.0
y,78,2191,46,51,132.0,144.0,0.0
y,78,2194,46,41,84.0,96.0,0.0
y,78,2196,46,41,96.0,108.0,0.0
y,78,2198,46,41,108.0,120.0,0.0
y,78,2200,46,41,120.0,132.0,0.0
y,78,2202,46,41,132.0,144.0,0.0
y,78,2213,54,55,84.0,96.0,0.0
y,78,2215,54,55,96.0,108.0,0.0
y,78,2217,54,55,108.0,120.0,0.0
y,78,2219,54,55,120.0,132.0,0.0
y,78,2221,54,55,132.0,144.0,0.0
y,78,2223,54,47,78.0,84.0,0.0
y,78,2224,54,47,84.0,90.0,0.0
y,78,2225,54,47,90.0,96.0,0.0
y,78,2226,54,47,96.0,102.0,0.0
y,78,2227,54,47,102.0,108.0,0.0
y,78,2228,54,47,108.0,114.0,0.0
y,78,2229,54,47,114.0,120.0,0.0
y,78,2230,54,47,120.0,126.0,0.0
y,78,2231,54,47,126.0,132.0,0.0
y,78,2232,54,47,132.0,138.0,0.0
y,78,2233,54,47,138.0,144.0,0.0
y,78,2234,54,47,144.0,150.0,0.0
y,78,2236,54,44,84.0,96.0,0.0
y,78,2238,54,44,96.0,108.0,0.0
y,78,2240,54,44,108.0,120.0,0.0
y,78,2242,54,44,120.0,132.0,0.0
y,78,2244,54,44,132.0,144.0,0.0
y,78,2246,54,60,78.0,84.0,1.0
y,78,2247,54,60,84.0,90.0,0.0
y,78,2248,54,60,90.0,96.0,0.0
y,78,2249,54,60,96.0,102.0,0.0
y,78,2250,54,60,102.0,108.0,0.0
y,78,2251,54,60,108.0,114.0,0.0
y,78,2252,54,60,114.0,120.0,0.0
y,78,2253,54,60,120.0,126.0,0.0
y,78,2254,54,60,126.0,132.0,0.0
y,78,2255,54,60,132.0,138.0,0.0
y,78,2256,54,60,138.0,144.0,0.0
y,78,2257,54,60,144.0,150.0,0.0
y,78,2271,45,56,84.0,96.0,0.0
y,78,2273,45,56,96.0,108.0,0.0
y,78,2275,45,56,108.0,120.0,0.0
y,78,2277,45,56,120.0,132.0,0.0
y,78,2279,45,56,132.0,144.0,0.0
y,78,2292,45,50,84.0,96.0,0.0
y,78,2294,45,50,96.0,108.0,0.0
y,78,2296,45,50,108.0,120.0,0.0
y,78,2298,45,50,120.0,132.0,0.0
y,78,2300,45,50,132.0,144.0,0.0
y,78,2303,45,37,84.0,96.0,0.0
y,78,2305,45,37,96.0,108.0,0.0
y,78,2307,45,37,108.0,120.0,0.0
y,78,2309,45,37,120.0,132.0,0.0
y,78,2311,45,37,132.0,144.0,0.0
y,78,2314,45,53,84.0,96.0,1.0
y,78,2316,45,53,96.0,108.0,3.0
y,78,2318,45,53,108.0,120.0,0.0
y,78,2320,45,53,120.0,132.0,0.0
y,78,2322,45,53,132.0,144.0,0.0
y,78,2342,41,46,84.0,96.0,0.0
y,78,2344,41,46,96.0,108.0,0.0
y,78,2346,41,46,108.0,120.0,0.0
y,78,2348,41,46,120.0,132.0,0.0
y,78,2350,41,46,132.0,144.0,0.0
y,78,2363,43,40,84.0,96.0,1.0
y,78,2365,43,40,96.0,108.0,0.0
y,78,2367,43,40,108.0,120.0,0.0
y,78,2369,43,40,120.0,132.0,0.0
y,78,2371,43,40,132.0,144.0,0.0
y,78,2374,43,39,84.0,96.0,0.0
y,78,2376,43,39,96.0,108.0,0.0
y,78,2378,43,39,108.0,120.0,0.0
y,78,2380,43,39,120.0,132.0,0.0
y,78,2382,43,39,132.0,144.0,0.0
y,78,2384,43,47,78.0,84.0,0.0
y,78,2385,43,47,84.0,90.0,0.0
y,78,2386,43,47,90.0,96.0,0.0
y,78,2387,43,47,96.0,102.0,0.0
y,78,2388,43,47,102.0,108.0,0.0
y,78,2389,43,47,108.0,114.0,0.0
y,78,2390,43,47,114.0,120.0,0.0
y,78,2391,43,47,120.0,126.0,0.0
y,78,2392,43,47,126.0,132.0,0.0
y,78,2393,43,47,132.0,138.0,0.0
y,78,2394,43,47,138.0,144.0,0.0
y,78,2395,43,47,144.0,150.0,0.0
y,78,2396,43,44,78.0,84.0,0.0
y,78,2397,43,44,84.0,90.0,0.0
y,78,2398,43,44,90.0,96.0,0.0
y,78,2399,43,44,96.0,102.0,0.0
y,78,2400,43,44,102.0,108.0,0.0
y,78,2401,43,44,108.0,114.0,0.0
y,78,2402,43,44,114.0,120.0,0.0
y,78,2403,43,44,120.0,126.0,0.0
y,78,2404,43,44,126.0,132.0,0.0
y,78,2405,43,44,132.0,138.0,0.0
y,78,2406,43,44,138.0,144.0,0.0
y,78,2407,43,44,144.0,150.0,0.0
y,78,2409,43,32,84.0,96.0,0.0
y,78,2420,50,55,84.0,96.0,0.0
y,78,2422,50,55,96.0,108.0,0.0
y,78,2424,50,55,108.0,120.0,0.0
y,78,2426,50,55,120.0,132.0,0.0
y,78,2428,50,55,132.0,144.0,0.0
y,78,2439,50,57,84.0,96.0,0.0
y,78,2441,50,57,96.0,108.0,0.0
y,78,2443,50,57,108.0,120.0,0.0
y,78,2445,50,57,120.0,132.0,0.0
y,78,2447,50,57,132.0,144.0,0.0
y,78,2450,50,45,84.0,96.0,0.0
y,78,2452,50,45,96.0,108.0,0.0
y,78,2454,50,45,108.0,120.0,0.0
y,78,2456,50,45,120.0,132.0,0.0
y,78,2458,50,45,132.0,144.0,0.0
y,78,2471,50,48,84.0,96.0,1.0
y,78,2473,50,48,96.0,108.0,1.0
y,78,2475,50,48,108.0,120.0,0.0
y,78,2477,50,48,120.0,132.0,0.0
y,78,2479,50,48,132.0,144.0,0.0
y,78,2481,2,5,78.0,84.0,0.0
y,78,2482,2,5,84.0,90.0,0.0
y,78,2483,2,5,90.0,96.0,0.0
y,78,2484,2,5,96.0,102.0,0.0
y,78,2485,2,5,102.0,108.0,0.0
y,78,2486,2,5,108.0,114.0,0.0
y,78,2487,2,5,114.0,120.0,0.0
y,78,2488,2,5,120.0,126.0,0.0
y,78,2489,2,5,126.0,132.0,0.0
y,78,2490,2,5,132.0,138.0,0.0
y,78,2491,2,5,138.0,144.0,0.0
y,78,2492,2,5,144.0,150.0,0.0
y,78,2493,2,3,78.0,84.0,0.0
y,78,2494,2,3,84.0,90.0,0.0
y,78,2495,2,3,90.0,96.0,0.0
y,78,2496,2,3,96.0,102.0,0.0
y,78,2497,2,3,102.0,108.0,0.0
y,78,2498,2,3,108.0,114.0,1.0
y,78,2499,2,3,114.0,120.0,0.0
y,78,2500,2,3,120.0,126.0,0.0
y,78,2501,2,3,126.0,132.0,0.0
y,78,2502,2,3,132.0,138.0,0.0
y,78,2503,2,3,138.0,144.0,0.0
y,78,2504,2,3,144.0,150.0,0.0
y,78,2506,2,9,84.0,96.0,0.0
y,78,2508,2,9,96.0,108.0,0.0
y,78,2510,2,9,108.0,120.0,0.0
y,78,2512,2,9,120.0,132.0,0.0
y,78,2514,2,9,132.0,144.0,0.0
y,78,2517,2,12,84.0,96.0,0.0
y,78,2519,2,12,96.0,108.0,0.0
y,78,2521,2,12,108.0,120.0,0.0
y,78,2523,2,12,120.0,132.0,0.0
y,78,2525,2,12,132.0,144.0,0.0
y,78,2527,2,7,78.0,84.0,0.0
y,78,2528,2,7,84.0,90.0,0.0
y,78,2529,2,7,90.0,96.0,0.0
y,78,2530,2,7,96.0,102.0,0.0
y,78,2531,2,7,102.0,108.0,0.0
y,78,2532,2,7,108.0,114.0,0.0
y,78,2533,2,7,114.0,120.0,0.0
y,78,2534,2,7,120.0,126.0,0.0
y,78,2535,2,7,126.0,132.0,1.0
y,78,2536,2,7,132.0,138.0,0.0
y,78,2537,2,7,138.0,144.0,0.0
y,78,2538,2,7,144.0,150.0,0.0
y,78,2539,2,1,78.0,84.0,0.0
y,78,2540,2,1,84.0,90.0,0.0
y,78,2541,2,1,90.0,96.0,0.0
y,78,2542,2,1,96.0,102.0,0.0
y,78,2543,2,1,102.0,108.0,0.0
y,78,2544,2,1,108.0,114.0,0.0
y,78,2545,2,1,114.0,120.0,0.0
y,78,2546,2,1,120.0,126.0,1.0
y,78,2547,2,1,126.0,132.0,0.0
y,78,2548,2,1,132.0,138.0,0.0
y,78,2549,2,1,138.0,144.0,1.0
y,78,2550,2,1,144.0,150.0,0.0
y,78,2562,11,6,84.0,96.0,0.0
y,78,2564,11,6,96.0,108.0,0.0
y,78,2566,11,6,108.0,120.0,0.0
y,78,2568,11,6,120.0,132.0,0.0
y,78,2570,11,6,132.0,144.0,0.0
y,78,2572,11,10,78.0,84.0,1.0
y,78,2573,11,10,84.0,90.0,0.0
y,78,2574,11,10,90.0,96.0,0.0
y,78,2575,11,10,96.0,102.0,0.0
y,78,2576,11,10,102.0,108.0,0.0
y,78,2577,11,10,108.0,114.0,0.0
y,78,2578,11,10,114.0,120.0,0.0
y,78,2579,11,10,120.0,126.0,0.0
y,78,2580,11,10,126.0,132.0,0.0
y,78,2581,11,10,132.0,138.0,0.0
y,78,2582,11,10,138.0,144.0,0.0
y,78,2583,11,10,144.0,150.0,0.0
y,78,2593,11,16,78.0,84.0,0.0
y,78,2594,11,16,84.0,90.0,0.0
y,78,2595,11,16,90.0,96.0,0.0
y,78,2596,11,16,96.0,102.0,0.0
y,78,2597,11,16,102.0,108.0,0.0
y,78,2598,11,16,108.0,114.0,0.0
y,78,2599,11,16,114.0,120.0,0.0
y,78,2600,11,16,120.0,126.0,0.0
y,78,2601,11,16,126.0,132.0,0.0
y,78,2602,11,16,132.0,138.0,0.0
y,78,2603,11,16,138.0,144.0,0.0
y,78,2604,11,16,144.0,150.0,0.0
y,78,2606,11,19,84.0,96.0,0.0
y,78,2608,11,19,96.0,108.0,0.0
y,78,2610,11,19,108.0,120.0,0.0
y,78,2612,11,19,120.0,132.0,0.0
y,78,2614,11,19,132.0,144.0,0.0
y,78,2628,7,3,84.0,96.0,0.0
y,78,2630,7,3,96.0,108.0,0.0
y,78,2632,7,3,108.0,120.0,0.0
y,78,2634,7,3,120.0,132.0,0.0
y,78,2636,7,3,132.0,144.0,0.0
y,78,2639,7,9,84.0,96.0,0.0
y,78,2641,7,9,96.0,108.0,0.0
y,78,2643,7,9,108.0,120.0,0.0
y,78,2645,7,9,120.0,132.0,0.0
y,78,2647,7,9,132.0,144.0,0.0
y,78,2649,7,8,78.0,84.0,0.0
y,78,2650,7,8,84.0,90.0,0.0
y,78,2651,7,8,90.0,96.0,0.0
y,78,2652,7,8,96.0,102.0,0.0
y,78,2653,7,8,102.0,108.0,0.0
y,78,2654,7,8,108.0,114.0,0.0
y,78,2655,7,8,114.0,120.0,0.0
y,78,2656,7,8,120.0,126.0,0.0
