method,example,orderid,ordercompleted,orderdist,ordershortestdist,orderdetour,ordertime,ordershortesttime,orderdelay
otd,4,363,1,764.7451148,764.7451148,0.0,32.137530522999995,32.13753052,9.334866213350779e-11
otd,4,364,1,385.5142457,385.5142457,0.0,18.630303352,12.63030335,0.4750479727788959
otd,4,365,1,1204.3478438,1144.790392,0.05202476559569155,79.719619166,55.71961917,0.43072799766947867
otd,4,366,1,693.4737276000001,356.9612022,0.9427145676505683,31.032079588000002,17.33178681,0.7904720343141585
otd,4,367,1,579.6426963,564.3817699,0.027040076795364996,23.073730041000005,17.07373004,0.351417059245011
otd,4,368,1,1510.5200066999998,710.4952758,1.1260099231471905,77.76499376999999,38.58416597,1.0154639037802164
otd,4,369,1,1640.1173842,1582.751299,0.036244535219301086,85.18612445599999,61.18612446,0.3922457944151998
otd,4,370,1,748.4083551,736.1670054,0.016628495450361297,29.94232708,23.94232708,0.25060220670914
otd,4,371,1,832.54661095,795.449771,0.04663630728482526,53.72214025100001,29.72214025,0.8074788625290876
otd,4,372,1,230.5080549,230.5080549,0.0,15.204436520000002,9.20443652,0.6518595665212976
otd,4,373,1,1437.9154074,1338.034753,0.07464727965851284,60.092069787000014,48.09206979,0.2495213878171496
otd,4,374,1,392.9978687,385.5142457,0.019412053078379985,15.134629630000006,15.13462963,4.440892098500626e-16
otd,4,375,0,,,,,,
otd,4,376,1,651.3577057,651.3577057,0.0,26.198913614999995,26.19891362,-1.9084778202227426e-10
otd,4,377,1,1640.1173842,1582.751299,0.036244535219301086,73.18612445599999,61.18612446,0.1961228971749127
otd,4,378,1,468.6710454,461.1643399,0.016277723255071676,15.256192819999995,15.25619282,-3.3306690738754696e-16
otd,4,379,1,579.6426963,564.3817699,0.027040076795364996,23.073730041000005,17.07373004,0.351417059245011
otd,4,380,1,274.0342071,274.0342071,0.0,16.149141869999994,10.14914187,0.5911829863897642
otd,4,381,1,788.0621041,755.3311545,0.04333324450474527,35.546718436000006,26.40658722,0.3461307263922917
otd,4,382,1,651.3577057,651.3577057,0.0,38.198913614999995,26.19891362,0.4580342593228488
otd,4,383,1,982.0469467999999,809.6406851,0.21294169731441506,44.620092145,44.62009215,-1.120570303214663e-10
otd,4,384,1,240.8789548,240.8789548,0.0,6.8003243889999965,6.800324389,-5.551115123125783e-16
otd,4,385,1,546.8616173,541.8887831,0.009176853913734535,21.297454802999994,20.44402778,0.041744563849344996
otd,4,386,1,245.5998838,245.5998838,0.0,8.245203931000006,8.245203931,6.661338147750939e-16
otd,4,387,1,748.4083551,736.1670054,0.016628495450361297,21.050518333,21.05051833,1.4251422264521807e-10
otd,4,388,1,245.5998838,245.5998838,0.0,8.245203931000006,8.245203931,6.661338147750939e-16
otd,4,389,1,239.6481888,239.6481888,0.0,7.974811415000005,7.974811415,6.661338147750939e-16
otd,4,390,1,783.4286109000001,783.4286109,1.4511448285123643e-16,30.573327867000003,30.35368524,0.0072361107148386505
otd,4,391,1,1149.8863753,1113.223911,0.03293359398565776,71.02906906999999,41.02906907,0.7311889028926484
otd,4,392,0,,,,,,
otd,4,393,1,249.8648853,249.8648853,0.0,7.494825660000004,7.49482566,4.440892098500626e-16
otd,4,394,1,339.73970001,336.3135528,0.010187359924913361,20.245203931000006,14.24520393,0.4211943914936993
otd,4,395,0,,,,,,
otd,4,396,1,1558.5961068,1501.230021,0.03821272223279089,69.16200976900001,63.16200977,0.09499381069172097
otd,4,397,1,572.6460663,572.6460663,0.0,23.029069070000006,17.02906907,0.3523386965744457
otd,4,398,1,1640.1173842,1582.751299,0.036244535219301086,67.18612445599999,61.18612446,0.09806144855476906
otd,4,399,1,249.8648853,249.8648853,0.0,7.494825660000004,7.49482566,4.440892098500626e-16
otd,4,400,1,240.8789548,240.8789548,0.0,6.8003243889999965,6.800324389,-5.551115123125783e-16
otd,4,401,1,1690.0862042,1680.397502,0.00576572042535688,71.08206563499999,67.67460528,0.05035064986196547
otd,4,402,0,,,,,,
otd,4,403,1,334.3316596,334.3316596,0.0,14.877460834000004,8.877460834,0.6758689350698637
otd,4,404,1,1079.4951476,1077.457718,0.0018909601425306192,53.28421804000001,47.28421804,0.1268922327302595
otd,4,405,1,245.5998838,245.5998838,0.0,14.245203931000006,8.245203931,0.7276957671648892
otd,4,406,0,,,,,,
otd,4,407,1,1079.4951475999999,1077.457718,0.0018909601425304082,51.16200976900001,45.16200977,0.1328550263718702
otd,4,408,1,176.1315296,176.1315296,0.0,5.650121865000003,5.650121865,4.440892098500626e-16
otd,4,409,1,470.41318420000005,459.8546127,0.02296067323975769,14.703897499999997,14.7038975,-2.220446049250313e-16
otd,4,410,1,1033.18378,1015.555462,0.01735830159909084,63.46018179399999,39.46018179,0.6082080445478859
otd,4,411,1,1548.166193,1538.477491,0.006297590999334237,63.16200976900001,63.16200977,-1.583211339806212e-11
otd,4,412,1,179.6379295,179.6379295,0.0,13.710116201999995,7.710116202,0.7781983880403252
otd,4,413,0,,,,,,
otd,4,414,1,1129.1131663,1120.917639,0.007311444672519864,62.08753046999999,48.26666667,0.28634386323989314
otd,4,415,0,,,,,,
otd,4,416,1,173.9376961,173.9376961,0.0,5.476895686999995,5.476895687,-7.771561172376096e-16
otd,4,417,0,,,,,,
otd,4,418,1,293.7092126,293.7092126,0.0,14.198913614999995,8.198913615,0.7318042708759525
otd,4,419,1,888.6445715,888.3288592,0.000355400251528801,47.65012186499999,37.53191459,0.26958942504083927
otd,4,420,0,,,,,,
otd,4,421,0,,,,,,
otd,4,422,1,884.8703539999999,844.0663773,0.04834214203689014,64.58152186000001,34.58152186,0.8675153199287224
otd,4,423,1,677.9569548000001,677.9541351,4.1591309117333295e-6,28.679927500999995,28.6799275,3.486744226677274e-11
otd,4,424,0,,,,,,
otd,4,425,0,,,,,,
otd,4,426,1,276.3123927,276.3123927,0.0,7.318511947999994,7.318511948,-8.881784197001252e-16
otd,4,427,1,1223.1895031999998,1219.377729,0.0031259995236469647,58.781224965999996,52.78122497,0.1136767856261447
otd,4,428,1,1548.1661930000002,1538.477491,0.006297590999334386,65.08206563499999,65.08206564,-7.682610103643128e-11
otd,4,429,1,249.8648853,249.8648853,0.0,7.494825660000004,7.49482566,4.440892098500626e-16
otd,4,430,1,1522.0068154,1464.64073,0.039167342697072186,67.18612445599999,61.18612446,0.09806144855476906
otd,4,431,0,,,,,,
otd,4,432,1,494.02818935000005,484.7189814,0.019205371168078685,23.586441620000002,23.58644162,2.220446049250313e-16
otd,4,433,1,213.195847,213.195847,0.0,8.15627938,8.15627938,0.0
otd,4,434,0,,,,,,
otd,4,435,1,763.9421985,763.9421985,0.0,20.877460834000004,20.87746083,1.9159429598403221e-10
otd,4,436,1,516.3886381,512.4717948,0.007643041704429003,17.546718436000006,14.83286764,0.1829619775397664
otd,4,437,1,1426.4345967999998,1385.63062,0.029447946812838098,59.53751889,59.53751889,0.0
otd,4,438,1,255.3379787,255.3379787,0.0,7.467738413000006,7.467738413,8.881784197001252e-16
otd,4,439,0,,,,,,
otd,4,440,1,665.3180421000001,665.3180421,1.7087592779353553e-16,30.573327867000003,30.35368524,0.0072361107148386505
otd,4,441,1,1426.4345967999998,1385.63062,0.029447946812838098,59.53751889,59.53751889,0.0
otd,4,442,1,949.97103311,931.3233575,0.020022772391381758,35.94232708000001,29.94232708,0.20038522670496506
otd,4,443,0,,,,,,
otd,4,444,1,243.7285709,243.7285709,0.0,7.611883319,7.611883319,0.0
otd,4,445,0,,,,,,
otd,4,446,0,,,,,,
otd,4,447,1,276.3123927,276.3123927,0.0,7.318511947999994,7.318511948,-8.881784197001252e-16
otd,4,448,1,763.9421985,763.9421985,0.0,20.877460834000004,20.87746083,1.9159429598403221e-10
otd,4,449,0,,,,,,
otd,4,450,0,,,,,,
otd,4,451,1,761.0791326,756.0441577,0.006659630722254508,29.722140251,29.72214025,3.364486467205552e-11
otd,4,452,0,,,,,,
otd,4,453,1,179.6379295,179.6379295,0.0,7.710116201999995,7.710116202,-6.661338147750939e-16
otd,4,454,1,245.5998838,245.5998838,0.0,8.245203931000006,8.245203931,6.661338147750939e-16
otd,4,455,0,,,,,,
otd,4,456,1,1093.8509318000001,1053.046955,0.03874848752589584,69.460181794,45.46018179,0.5279345365327892
otd,4,457,0,,,,,,
otd,4,458,1,1027.83583155,990.7389916,0.03744360549501563,35.02906906999999,35.02906907,-2.220446049250313e-16
otd,4,459,1,1368.4439182,1364.211363,0.003102565566300892,57.06923682199999,56.83286764,0.004159022618693831
otd,4,460,1,377.3568457,377.3568457,0.0,11.722140250999999,11.72214025,8.53084269891724e-11
otd,4,461,0,,,,,,
otd,4,462,0,,,,,,
otd,4,463,1,1378.54544897,1312.765601,0.05010783944970233,54.092069787000014,48.09206979,0.12476069387738487
otd,4,464,1,1275.388149,1084.734371,0.1757607973869578,55.31186014100001,43.31186014,0.2770603701205989
otd,4,465,1,915.3191413000001,915.3191413,1.2420458897008323e-16,31.467738413000006,31.46773841,9.533596134758682e-11
otd,4,466,1,572.3979404,572.3979404,0.0,23.722140251,23.72214025,4.2154724155807344e-11
otd,4,467,0,,,,,,
otd,4,468,1,240.8789548,240.8789548,0.0,6.8003243889999965,6.800324389,-5.551115123125783e-16
otd,4,469,0,,,,,,
otd,4,470,1,509.4376945,509.4376945,0.0,20.198913614999995,20.19891362,-2.4753821215028893e-10
otd,4,471,1,444.08859500000005,442.0215432,0.004676359855756592,18.989129930000004,12.98912993,0.461924704143752
otd,4,472,0,,,,,,
otd,4,473,1,1223.1895031999998,1219.377729,0.0031259995236469647,58.781224965999996,52.78122497,0.1136767856261447
otd,4,474,1,761.0791326,756.0441577,0.006659630722254508,29.722140251,29.72214025,3.364486467205552e-11
otd,4,475,1,276.9334667,276.9334667,0.0,9.824423945000007,9.824423945,6.661338147750939e-16
otd,4,476,0,,,,,,
otd,4,477,0,,,,,,
otd,4,478,0,,,,,,
otd,4,479,1,217.7409579,217.7409579,0.0,12.594898213999997,6.594898214,0.9097941780606833
otd,4,480,0,,,,,,
otd,4,481,1,173.9376961,173.9376961,0.0,5.736752687999996,5.736752688,-7.771561172376096e-16
otd,4,482,0,,,,,,
otd,4,483,1,692.5201677,688.6033244,0.005688098156384652,35.76499376999999,23.76499377,0.5049443781108127
otd,4,484,1,748.4083551,736.1670054,0.016628495450361297,29.942327080000013,23.94232708,0.2506022067091407
otd,4,485,0,,,,,,
otd,4,486,1,135.3026374,135.3026374,0.0,4.890789337000001,4.890789337,2.220446049250313e-16
otd,4,487,1,783.4286109000001,783.4286109,1.4511448285123643e-16,36.57332786699999,30.35368524,0.20490568370274076
otd,4,488,0,,,,,,
otd,4,489,1,375.8444771,374.8399551,0.0026798690650040808,14.068437770999992,14.06843777,7.10806968839961e-11
otd,4,490,0,,,,,,
otd,4,491,0,,,,,,
otd,4,492,0,,,,,,
otd,4,493,0,,,,,,
otd,4,494,0,,,,,,
otd,4,495,1,1103.7202767499998,1079.150142,0.022768041066522745,56.54504368100001,43.97987556,0.28570267562166807
otd,4,496,1,530.5710777,525.5361028,0.009580645122522049,23.722140251,17.72214025,0.3385595597574622
otd,4,497,0,,,,,,
otd,4,498,1,472.84840310000004,472.8484031,1.2021489020189528e-16,26.19891361500001,20.19891362,0.29704567819227146
otd,4,499,1,1308.17004415,1283.59991,0.019141582948537336,56.54504368100001,43.97987556,0.28570267562166807
otd,4,500,1,223.1457221,223.1457221,0.0,12.222808361999995,6.222808362,0.9641948861288097
otd,4,501,1,334.3316596,334.3316596,0.0,14.703897499999997,8.7038975,0.6893463531710933
otd,4,502,0,,,,,,
otd,4,503,1,1027.83583155,990.7389916,0.03744360549501563,41.02906906999999,35.02906907,0.17128631046431608
otd,4,504,1,385.5142457,385.5142457,0.0,12.630303351999999,12.63030335,1.5834911160084175e-10
otd,4,505,1,512.2381445999999,512.2381446,-2.2194137418327674e-16,20.904265068,20.90426507,-9.56742463031901e-11
otd,4,506,0,,,,,,
otd,4,507,0,,,,,,
otd,4,508,0,,,,,,
otd,4,509,1,1090.4025611000002,1090.402561,9.17093217725033e-11,43.719619166,43.71961917,-9.14921471917296e-11
otd,4,510,1,954.5971547,917.9346899,0.03994016698943373,59.72214025100001,35.72214025,0.6718522415800663
otd,4,511,0,,,,,,
otd,4,512,1,785.1591463999999,769.89822,0.019822005043731498,35.073730041000005,29.07373004,0.2063718687882541
otd,4,513,0,,,,,,
otd,4,514,0,,,,,,
otd,4,515,1,949.8832767700001,903.6000853,0.05122087992569606,26.187683389,26.18768339,-3.8185898887377334e-11
otd,4,516,1,1029.264424,969.7069722,0.06141798863720696,43.467738413000006,43.46773841,6.901679228121793e-11
otd,4,517,1,982.0469468,809.6406851,0.2129416973144152,45.16200976900001,45.16200977,-2.2142288003124122e-11
otd,4,518,1,852.0552801000001,851.7395678,0.0003706676452939193,41.65012186499999,37.53191459,0.1097254781693775
otd,4,519,0,,,,,,
otd,4,520,1,915.3191413000001,915.3191413,1.2420458897008323e-16,40.30953611000001,34.30953611,0.17487849386139676
otd,4,521,0,,,,,,
otd,4,522,1,644.6837743,280.6316482,1.297259694104594,28.522500000000008,16.06699676,0.7752228637407164
otd,4,523,1,255.3379787,255.3379787,0.0,12.860577050000003,6.86057705,0.8745620020403391
otd,4,524,1,259.3275339,259.3275339,0.0,13.093338846999998,7.093338847,0.8458640041618186
otd,4,525,1,1032.3389271,1030.24887,0.002028691475293921,46.781224965999996,46.78122497,-8.550438135301874e-11
otd,4,526,0,,,,,,
otd,4,527,1,654.5632444,654.5632444,0.0,38.823131241,32.18768339,0.20614866160456558
otd,4,528,0,,,,,,
otd,4,529,0,,,,,,
otd,4,530,0,,,,,,
otd,4,531,1,351.3374252,291.7528371,0.2042296784232367,26.001313277999998,20.00131328,0.2999803019934497
otd,4,532,0,,,,,,
otd,4,533,1,361.2456904,361.2456904,0.0,16.007601109999996,10.00760111,0.5995442797979382
otd,4,534,0,,,,,,
otd,4,535,1,470.41318420000005,459.8546127,0.02296067323975769,14.70389750000001,14.7038975,6.661338147750939e-16
otd,4,536,1,783.4286109000001,783.4286109,1.4511448285123643e-16,36.57332786699999,30.35368524,0.20490568370274076
otd,4,537,1,878.5595052499999,853.9893709,0.028771007213012463,35.073730041000005,35.07373004,2.851141545079372e-11
otd,4,538,1,1149.8863753,1113.223911,0.03293359398565776,53.02906906999999,41.02906907,0.2924755611570593
otd,4,539,1,223.1457221,223.1457221,0.0,12.222808361999995,6.222808362,0.9641948861288097
otd,4,540,0,,,,,,
otd,4,541,0,,,,,,
otd,4,542,0,,,,,,
otd,4,543,0,,,,,,
otd,4,544,1,677.9569548000001,677.9541351,4.1591309117333295e-6,25.467738413000006,25.46773841,1.177964392695685e-10
otd,4,545,0,,,,,,
otd,4,546,1,761.0791326000001,756.0441577,0.006659630722254658,39.20443652,27.20443652,0.44110452319708626
otd,4,547,1,792.7933718,771.503013,0.027595950296048985,35.476895686999995,29.47689569,0.20354924955803577
otd,4,548,1,530.5710777,525.5361028,0.009580645122522049,23.722140251000013,17.72214025,0.3385595597574629
otd,4,549,1,538.25915194,538.1007325,0.0002944048027289923,17.942327080000013,17.94232708,8.881784197001252e-16
otd,4,550,1,252.5069702,252.5069702,0.0,14.13753052300001,8.137530523,0.7373244233052703
otd,4,551,0,,,,,,
otd,4,552,1,179.6379295,179.6379295,0.0,6.570260496000003,6.570260496,4.440892098500626e-16
otd,4,553,1,949.8832767700001,903.6000853,0.05122087992569606,26.187683389,26.18768339,-3.8185898887377334e-11
otd,4,554,0,,,,,,
otd,4,555,0,,,,,,
otd,4,556,0,,,,,,
otd,4,557,0,,,,,,
otd,4,558,0,,,,,,
otd,4,559,1,712.5130419,712.5130419,0.0,33.16200976900001,33.16200977,-3.0154656549541414e-11
otd,4,560,1,651.3577057,651.3577057,0.0,32.19891361500001,26.19891362,0.22901712956600107
otd,4,561,0,,,,,,
otd,4,562,0,,,,,,
otd,4,563,0,,,,,,
otd,4,564,1,597.3112412,419.4163285,0.42414875294966015,28.923608148,19.79042,0.4614954178840065
otd,4,565,1,853.0403746000001,853.0375549,3.305481668227833e-6,40.67992750100001,34.6799275,0.17301074233791325
otd,4,566,1,832.54661095,795.449771,0.04663630728482526,35.72214025100001,29.72214025,0.201869715657506
otd,4,567,1,245.5998838,245.5998838,0.0,8.245203930999992,8.245203931,-1.1102230246251565e-15
otd,4,568,0,,,,,,
otd,4,569,1,248.6026361,248.6026361,0.0,7.044437279999997,7.04443728,-5.551115123125783e-16
otd,4,570,1,422.61897610000005,422.6161564,6.672011841788271e-6,16.67992750100001,16.6799275,5.995270946357323e-11
otd,4,571,0,,,,,,
otd,4,572,0,,,,,,
otd,4,573,0,,,,,,
otd,4,574,0,,,,,,
otd,4,575,1,334.3316596,334.3316596,0.0,8.877460834000004,8.877460834,4.440892098500626e-16
otd,4,576,0,,,,,,
otd,4,577,1,748.4083551,736.1670054,0.016628495450361297,21.050518333000014,21.05051833,1.4251488877903284e-10
otd,4,578,1,498.106854,498.106854,0.0,21.27975892500001,21.27975893,-2.3496460332950164e-10
otd,4,579,1,230.5080549,230.5080549,0.0,8.899769349999985,8.89976935,-1.5543122344752192e-15
otd,4,580,0,,,,,,
otd,4,581,1,888.6445715,888.3288592,0.000355400251528801,41.65012186499999,37.53191459,0.1097254781693775
otd,4,582,1,878.5595052499999,853.9893709,0.028771007213012463,41.073730041000005,35.07373004,0.17106820387102473
otd,4,583,0,,,,,,
otd,4,584,0,,,,,,
otd,4,585,0,,,,,,
otd,4,586,0,,,,,,
otd,4,587,1,954.5971547,917.9346899,0.03994016698943373,47.72214025100001,35.72214025,0.3359261208040303
otd,4,588,1,915.3191413000001,915.3191413,1.2420458897008323e-16,34.30953611000001,34.30953611,2.220446049250313e-16
otd,4,589,1,230.5080549,230.5080549,0.0,9.204436520000002,9.20443652,2.220446049250313e-16
otd,4,590,1,672.3907431,652.8940861,0.029861898606650634,36.092069787000014,30.09206979,0.19938807928040547
otd,4,591,0,,,,,,
otd,4,592,0,,,,,,
otd,4,593,0,,,,,,
otd,4,594,0,,,,,,
otd,4,595,1,334.3316596,334.3316596,0.0,14.877460834000004,8.877460834,0.6758689350698637
otd,4,596,0,,,,,,
otd,4,597,1,763.9421985,763.9421985,0.0,26.877460834000004,20.87746083,0.28739127103896966
otd,4,598,0,,,,,,
otd,4,599,0,,,,,,
otd,4,600,1,368.9787908,368.9787908,0.0,23.736752687999996,17.73675269,0.3382806369839504
otd,4,601,0,,,,,,
otd,4,602,0,,,,,,
otd,4,603,0,,,,,,
otd,4,604,1,748.4083551,736.1670054,0.016628495450361297,39.050518333000014,21.05051833,0.8550858330812425
otd,4,605,1,248.6026361,248.6026361,0.0,13.044437280000011,7.04443728,0.8517358820178196
otd,4,606,0,,,,,,
otd,4,607,1,672.3907431,652.8940861,0.029861898606650634,36.092069787000014,30.09206979,0.19938807928040547
otd,4,608,1,486.9491113,486.9491113,0.0,26.179661865000014,20.17966187,0.29732906495920464
otd,4,609,0,,,,,,
otd,4,610,0,,,,,,
otd,4,611,0,,,,,,
otd,4,612,0,,,,,,
otd,4,613,1,513.4367391000001,513.4367391,2.2142326223265007e-16,27.27975892500001,21.27975893,0.28195808113884535
otd,4,614,1,949.97103311,931.3233575,0.020022772391381758,29.942327080000013,29.94232708,4.440892098500626e-16
otd,4,615,0,,,,,,
otd,4,616,0,,,,,,
otd,4,617,1,878.55950525,853.9893709,0.028771007213012595,32.54504368100001,31.97987556,0.017672617891825615
otd,4,618,1,949.97103311,931.3233575,0.020022772391381758,29.942327080000013,29.94232708,4.440892098500626e-16
otd,4,619,1,677.9569548000001,677.9541351,4.1591309117333295e-6,37.467738413000006,25.46773841,0.4711843592004292
otd,4,620,0,,,,,,
otd,4,621,1,472.84840310000004,472.8484031,1.2021489020189528e-16,25.186124455999988,19.18612446,0.3127260019869582
otd,4,622,1,173.9376961,173.9376961,0.0,5.736752687999996,5.736752688,-7.771561172376096e-16
otd,4,623,0,,,,,,
otd,4,624,0,,,,,,
otd,4,625,1,341.46496879999995,341.4649688,-1.66469254695646e-16,11.667838673000006,11.66783867,2.571174384513597e-10
otd,4,626,0,,,,,,
otd,4,627,0,,,,,,
otd,4,628,0,,,,,,
otd,4,629,1,507.4415216,507.4415216,0.0,21.20443652,21.20443652,0.0
otd,4,630,1,249.8648853,249.8648853,0.0,7.494825660000004,7.49482566,4.440892098500626e-16
otd,4,631,0,,,,,,
otd,4,632,0,,,,,,
otd,4,633,0,,,,,,
otd,4,634,1,949.97103311,931.3233575,0.020022772391381758,35.94232708000001,29.94232708,0.20038522670496506
otd,4,635,1,339.73970001,336.3135528,0.010187359924913361,20.245203930999992,14.24520393,0.4211943914936984
otd,4,636,1,252.5069702,252.5069702,0.0,14.109651283000005,8.109651283,0.7398591863718742
otd,4,637,0,,,,,,
otd,4,638,0,,,,,,
otd,4,639,0,,,,,,
otd,4,640,0,,,,,,
otd,4,641,0,,,,,,
otd,4,642,0,,,,,,
otd,4,643,0,,,,,,
otd,4,644,1,579.6426963,564.3817699,0.027040076795364996,23.073730041000005,17.07373004,0.351417059245011
otd,4,645,0,,,,,,
otd,4,646,0,,,,,,
otd,4,647,1,334.3316596,334.3316596,0.0,14.70389750000001,8.7038975,0.689346353171095
otd,4,648,1,615.3632823,610.6440523,0.007728282920672015,17.942327080000013,17.94232708,8.881784197001252e-16
otd,4,649,0,,,,,,
otd,4,650,1,509.4376945,509.4376945,0.0,26.19891361500001,20.19891362,0.29704567819227146
otd,4,651,0,,,,,,
otd,4,652,0,,,,,,
otd,4,653,1,245.5998838,245.5998838,0.0,14.245203930999992,8.245203931,0.7276957671648874
otd,4,654,1,334.3316596,334.3316596,0.0,14.70389750000001,8.7038975,0.689346353171095
otd,4,655,0,,,,,,
otd,4,656,0,,,,,,
otd,4,657,1,472.21983449999993,459.8546127,0.026889415607681943,15.050518333000014,15.05051833,1.9932966388580553e-10
otd,4,658,1,479.10095920000003,479.1009592,1.1864601347433082e-16,25.31186014100001,19.31186014,0.3106899054520602
otd,4,659,0,,,,,,
otd,4,660,1,249.8648853,249.8648853,0.0,13.494825660000004,7.49482566,0.8005523106457426
otd,4,661,0,,,,,,
otd,4,662,0,,,,,,
otd,4,663,1,509.4376945,509.4376945,0.0,26.19891361500001,20.19891362,0.29704567819227146
otd,4,664,1,334.3316596,334.3316596,0.0,14.877460834000004,8.877460834,0.6758689350698637
otd,4,665,1,255.3379787,255.3379787,0.0,13.467738413000006,7.467738413,0.8034561025269815
otd,4,666,0,,,,,,
otd,4,667,0,,,,,,
otd,4,668,0,,,,,,
otd,4,669,0,,,,,,
otd,4,670,1,659.5216215,650.1486318,0.01441668757196339,23.546718435999992,20.83286764,0.1302677501194931
otd,4,671,0,,,,,,
otd,4,672,0,,,,,,
otd,4,673,1,215.7284819,215.7284819,0.0,15.162009769000008,9.162009769,0.6548781491481519
otd,4,674,1,176.1315296,176.1315296,0.0,5.6501218649999885,5.650121865,-1.9984014443252818e-15
otd,4,675,0,,,,,,
otd,4,676,1,579.6426963,564.3817699,0.027040076795364996,23.073730041000005,17.07373004,0.351417059245011
otd,4,677,0,,,,,,
otd,4,678,1,248.6026361,248.6026361,0.0,6.98912992999999,6.98912993,-1.4432899320127035e-15
otd,4,679,0,,,,,,
otd,4,680,0,,,,,,
otd,4,681,0,,,,,,
otd,4,682,0,,,,,,
otd,4,683,1,615.3632823,610.6440523,0.007728282920672015,23.942327080000013,17.94232708,0.33440478335099066
otd,4,684,1,334.3316596,334.3316596,0.0,8.877460834000004,8.877460834,4.440892098500626e-16
otd,4,685,0,,,,,,
otd,4,686,0,,,,,,
otd,4,687,1,385.5142457,385.5142457,0.0,18.630303352,12.63030335,0.4750479727788959
otd,4,688,0,,,,,,
otd,4,689,0,,,,,,
otd,4,690,0,,,,,,
otd,4,691,1,265.9841254,265.9841254,0.0,9.297454802999994,9.297454803,-7.771561172376096e-16
otd,4,692,0,,,,,,
otd,4,693,0,,,,,,
otd,4,694,0,,,,,,
otd,4,695,0,,,,,,
otd,4,696,1,259.3275339,259.3275339,0.0,7.0933388470000125,7.093338847,1.7763568394002505e-15
otd,4,697,1,259.3275339,259.3275339,0.0,7.0933388470000125,7.093338847,1.7763568394002505e-15
otd,4,698,0,,,,,,
otd,4,699,0,,,,,,
otd,4,700,1,334.3316596,334.3316596,0.0,8.877460834000004,8.877460834,4.440892098500626e-16
otd,4,701,1,252.5069702,252.5069702,0.0,8.13753052300001,8.137530523,1.1102230246251565e-15
otd,4,702,0,,,,,,
otd,4,703,0,,,,,,
otd,4,704,0,,,,,,
otd,4,705,1,615.3632823,610.6440523,0.007728282920672015,23.942327080000013,17.94232708,0.33440478335099066
otd,4,706,0,,,,,,
otd,4,707,1,509.4376945,509.4376945,0.0,20.19891361500001,20.19891362,-2.4753754601647415e-10
otd,4,708,1,249.8648853,249.8648853,0.0,7.494825660000004,7.49482566,4.440892098500626e-16
otd,4,709,1,65.96489919,65.96489919,0.0,1.75,1.75,0.0
otd,4,710,1,334.3316596,334.3316596,0.0,8.877460834000004,8.877460834,4.440892098500626e-16
otd,4,711,0,,,,,,
otd,4,712,1,470.41318420000005,459.8546127,0.02296067323975769,20.70389750000001,14.7038975,0.4080550751934995
otd,4,713,0,,,,,,
otd,4,714,1,179.6379295,179.6379295,0.0,6.570260496000003,6.570260496,4.440892098500626e-16
otd,4,715,0,,,,,,
otd,4,716,0,,,,,,
otd,4,717,0,,,,,,
otd,4,718,0,,,,,,
otd,4,719,0,,,,,,
otd,4,720,0,,,,,,
otd,4,721,0,,,,,,
otd,4,722,0,,,,,,
otd,4,723,0,,,,,,
otd,4,724,0,,,,,,
otd,4,725,1,334.3316596,334.3316596,0.0,14.877460834000004,8.877460834,0.6758689350698637
otd,4,726,0,,,,,,
otd,4,727,1,270.9805777,270.9805777,0.0,14.537859669,8.187683389,0.775576677590067
otd,4,728,0,,,,,,
otd,4,729,0,,,,,,
otd,4,730,0,,,,,,
otd,4,731,0,,,,,,
otd,4,732,0,,,,,,
otd,4,733,0,,,,,,
otd,4,734,1,377.3568457,377.3568457,0.0,11.476895686999995,11.47689569,-2.6139501674293797e-10
otd,4,735,0,,,,,,
otd,4,736,0,,,,,,
otd,4,737,0,,,,,,
otd,4,738,0,,,,,,
otd,4,739,0,,,,,,
otd,4,740,0,,,,,,
otd,4,741,0,,,,,,
otd,4,742,1,334.3316596,334.3316596,0.0,14.877460834000004,8.877460834,0.6758689350698637
otd,4,743,1,339.73970001,336.3135528,0.010187359924913361,14.245203930999992,14.24520393,7.019851366862895e-11
otd,4,744,0,,,,,,
otd,4,745,0,,,,,,
otd,4,746,0,,,,,,
otd,4,747,0,,,,,,
otd,4,748,0,,,,,,
otd,4,749,0,,,,,,
otd,4,750,0,,,,,,
otd,4,751,0,,,,,,
otd,4,752,0,,,,,,
otd,4,753,0,,,,,,
otd,4,754,1,287.3163387,287.3163387,0.0,10.572272800000007,10.5722728,6.661338147750939e-16
otd,4,755,0,,,,,,
otd,4,756,0,,,,,,
otd,4,757,1,200.0519363,200.0519363,0.0,6.872102928999993,6.872102929,-9.992007221626409e-16
otd,4,758,0,,,,,,
otd,4,759,0,,,,,,
otd,4,760,0,,,,,,
otd,4,761,0,,,,,,
otd,4,762,0,,,,,,
otd,4,763,0,,,,,,
otd,4,764,0,,,,,,
otd,4,765,0,,,,,,
otd,4,766,0,,,,,,
otd,4,767,0,,,,,,
otd,4,768,0,,,,,,
otd,4,769,0,,,,,,
otd,4,770,0,,,,,,
otd,4,771,0,,,,,,
otd,4,772,0,,,,,,
otd,4,773,0,,,,,,
otd,4,774,0,,,,,,
otd,4,775,0,,,,,,
otd,4,776,0,,,,,,
otd,4,777,0,,,,,,
otd,4,778,0,,,,,,
otd,4,779,0,,,,,,
otd,4,780,0,,,,,,
